year,category,name_of_work,staff_members
,WRITING (Adapted Screenplay),A Star Is Born,Screenplay by Eric Roth and Bradley Cooper & Will Fetters
,WRITING (Original Screenplay),The Favourite,Written by Deborah Davis and Tony McNamara
,WRITING (Original Screenplay),First Reformed,Written by Paul Schrader
,WRITING (Original Screenplay),Green Book,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly"
,WRITING (Original Screenplay),Roma,Written by Alfonso Cuarón
,WRITING (Original Screenplay),Vice,Written by Adam McKay
,ANIMATED FEATURE FILM,How to Train Your Dragon: The Hidden World,"Dean DeBlois, Bradford Lewis and Bonnie Arnold"
,ANIMATED FEATURE FILM,I Lost My Body,Jérémy Clapin and Marc du Pontavice
,ANIMATED FEATURE FILM,Klaus,"Sergio Pablos, Jinko Gotoh and Marisa Román"
,ANIMATED FEATURE FILM,Missing Link,"Chris Butler, Arianne Sutner and Travis Knight"
,ANIMATED FEATURE FILM,Toy Story 4,"Josh Cooley, Mark Nielsen and Jonas Rivera"
,DIRECTING,The Irishman,Martin Scorsese
,DIRECTING,Joker,Todd Phillips
,DIRECTING,1917,Sam Mendes
,DIRECTING,Once upon a Time...in Hollywood,Quentin Tarantino
,DIRECTING,Parasite,Bong Joon Ho
,DOCUMENTARY (Feature),American Factory,"Steven Bognar, Julia Reichert and Jeff Reichert"
,DOCUMENTARY (Feature),The Cave,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær"
,DOCUMENTARY (Feature),The Edge of Democracy,"Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan"
,DOCUMENTARY (Feature),For Sama,Waad al-Kateab and Edward Watts
,DOCUMENTARY (Feature),Honeyland,"Ljubo Stefanov, Tamara Kotevska and Atanas Georgiev"
,DOCUMENTARY (Short Subject),In the Absence,Yi Seung-Jun and Gary Byung-Seok Kam
,DOCUMENTARY (Short Subject),Learning to Skateboard in a Warzone (If You're a Girl),Carol Dysinger and Elena Andreicheva
,DOCUMENTARY (Short Subject),Life Overtakes Me,John Haptas and Kristine Samuelson
,DOCUMENTARY (Short Subject),St. Louis Superman,Smriti Mundhra and Sami Khan
,DOCUMENTARY (Short Subject),Walk Run Cha-Cha,Laura Nix and Colette Sandstedt
,DOCUMENTARY (Short Subject),Corpus Christi,Poland
,DOCUMENTARY (Short Subject),Honeyland,North Macedonia
,DOCUMENTARY (Short Subject),Les Misérables,France
,DOCUMENTARY (Short Subject),Pain and Glory,Spain
,DOCUMENTARY (Short Subject),Parasite,South Korea
,MUSIC (Original Score),Joker,Hildur Guðnadóttir
,MUSIC (Original Score),Little Women,Alexandre Desplat
,MUSIC (Original Score),Marriage Story,Randy Newman
,MUSIC (Original Score),1917,Thomas Newman
,MUSIC (Original Score),Star Wars: The Rise of Skywalker,John Williams
,MUSIC (Original Song),"""I Can't Let You Throw Yourself Away"" from Toy Story 4",Music and Lyric by Randy Newman
,MUSIC (Original Song),"""(I'm Gonna) Love Me Again"" from Rocketman",Music by Elton John; Lyric by Bernie Taupin
,MUSIC (Original Song),"""I'm Standing With You"" from Breakthrough",Music and Lyric by Diane Warren
,MUSIC (Original Song),"""Into The Unknown"" from Frozen II",Music and Lyric by Kristen Anderson-Lopez and Robert Lopez
,MUSIC (Original Song),"""Stand Up"" from Harriet",Music and Lyric by Joshuah Brian Campbell and Cynthia Erivo
,BEST PICTURE,Ford v Ferrari,"Peter Chernin, Jenno Topping and James Mangold, Producers"
,BEST PICTURE,The Irishman,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers"
,BEST PICTURE,Jojo Rabbit,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers"
,BEST PICTURE,Joker,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers"
,BEST PICTURE,Little Women,"Amy Pascal, Producer"
,BEST PICTURE,Marriage Story,"Noah Baumbach and David Heyman, Producers"
,BEST PICTURE,1917,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers"
,BEST PICTURE,Once upon a Time...in Hollywood,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers"
,BEST PICTURE,Parasite,"Kwak Sin Ae and Bong Joon Ho, Producers"
,SHORT FILM (Animated),Dcera (Daughter),Daria Kashcheeva
,SHORT FILM (Animated),Hair Love,Matthew A. Cherry and Karen Rupert Toliver
,SHORT FILM (Animated),Kitbull,Rosana Sullivan and Kathryn Hendrickson
,SHORT FILM (Animated),Memorable,Bruno Collet and Jean-François Le Corre
,SHORT FILM (Animated),Sister,Siqi Song
,SHORT FILM (Live Action),Brotherhood,Meryam Joobeur and Maria Gracia Turgeon
,SHORT FILM (Live Action),Nefta Football Club,Yves Piat and Damien Megherbi
,SHORT FILM (Live Action),The Neighbors' Window,Marshall Curry
,SHORT FILM (Live Action),Saria,Bryan Buckley and Matt Lefebvre
,SHORT FILM (Live Action),A Sister,Delphine Girard
,WRITING (Adapted Screenplay),The Irishman,Screenplay by Steven Zaillian
,WRITING (Adapted Screenplay),Jojo Rabbit,Screenplay by Taika Waititi
,WRITING (Adapted Screenplay),Joker,Written by Todd Phillips & Scott Silver
,WRITING (Adapted Screenplay),Little Women,Written for the screen by Greta Gerwig
,WRITING (Adapted Screenplay),The Two Popes,Written by Anthony McCarten
,WRITING (Original Screenplay),Knives Out,Written by Rian Johnson
,WRITING (Original Screenplay),Marriage Story,Written by Noah Baumbach
,WRITING (Original Screenplay),1917,Written by Sam Mendes & Krysty Wilson-Cairns
,WRITING (Original Screenplay),Once upon a Time...in Hollywood,Written by Quentin Tarantino
,WRITING (Original Screenplay),Parasite,"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho"
,ANIMATED FEATURE FILM,Onward,Dan Scanlon and Kori Rae
,ANIMATED FEATURE FILM,Over the Moon,"Glen Keane, Gennie Rim and Peilin Chou"
,ANIMATED FEATURE FILM,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher and Paul Kewley"
,ANIMATED FEATURE FILM,Soul,Pete Docter and Dana Murray
,ANIMATED FEATURE FILM,Wolfwalkers,"Tomm Moore, Ross Stewart, Paul Young and Stéphan Roelants"
,DIRECTING,Another Round,Thomas Vinterberg
,DIRECTING,Mank,David Fincher
,DIRECTING,Minari,Lee Isaac Chung
,DIRECTING,Nomadland,Chloé Zhao
,DIRECTING,Promising Young Woman,Emerald Fennell
,DOCUMENTARY (Feature),Collective,Alexander Nanau and Bianca Oana
,DOCUMENTARY (Feature),Crip Camp,"Nicole Newnham, Jim LeBrecht and Sara Bolder"
,DOCUMENTARY (Feature),The Mole Agent,Maite Alberdi and Marcela Santibáñez
,DOCUMENTARY (Feature),My Octopus Teacher,"Pippa Ehrlich, James Reed and Craig Foster"
,DOCUMENTARY (Feature),Time,"Garrett Bradley, Lauren Domino and Kellen Quinn"
,DOCUMENTARY (Short Subject),Colette,Anthony Giacchino and Alice Doyard
,DOCUMENTARY (Short Subject),A Concerto Is a Conversation,Ben Proudfoot and Kris Bowers
,DOCUMENTARY (Short Subject),Do Not Split,Anders Hammer and Charlotte Cook
,DOCUMENTARY (Short Subject),Hunger Ward,Skye Fitzgerald and Michael Scheuerman
,DOCUMENTARY (Short Subject),A Love Song for Latasha,Sophia Nahli Allison and Janice Duncan
,DOCUMENTARY (Short Subject),Another Round,Denmark
,DOCUMENTARY (Short Subject),Better Days,Hong Kong
,DOCUMENTARY (Short Subject),Collective,Romania
,DOCUMENTARY (Short Subject),The Man Who Sold His Skin,Tunisia
,DOCUMENTARY (Short Subject),"Quo Vadis, Aida?",Bosnia and Herzegovina
,MUSIC (Original Score),Da 5 Bloods,Terence Blanchard
,MUSIC (Original Score),Mank,Trent Reznor and Atticus Ross
,MUSIC (Original Score),Minari,Emile Mosseri
,MUSIC (Original Score),News of the World,James Newton Howard
,MUSIC (Original Score),Soul,"Trent Reznor, Atticus Ross and Jon Batiste"
,MUSIC (Original Song),"""Fight For You"" from Judas and the Black Messiah",Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas
,MUSIC (Original Song),"""Hear My Voice"" from The Trial of the Chicago 7",Music by Daniel Pemberton; Lyric by Daniel Pemberton and Celeste Waite
,MUSIC (Original Song),"""Husavik"" from Eurovision Song Contest: The Story of Fire Saga","Music and Lyric by Savan Kotecha, Fat Max Gsus and Rickard Göransson"
,MUSIC (Original Song),"""Io Sì (Seen)"" from The Life Ahead (La Vita Davanti a Se)",Music by Diane Warren; Lyric by Diane Warren and Laura Pausini
,MUSIC (Original Song),"""Speak Now"" from One Night in Miami...","Music and Lyric by Leslie Odom, Jr. and Sam Ashworth"
,BEST PICTURE,The Father,"David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers"
,BEST PICTURE,Judas and the Black Messiah,"Shaka King, Charles D. King and Ryan Coogler, Producers"
,BEST PICTURE,Mank,"Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers"
,BEST PICTURE,Minari,"Christina Oh, Producer"
,BEST PICTURE,Nomadland,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers"
,BEST PICTURE,Promising Young Woman,"Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers"
,BEST PICTURE,Sound of Metal,"Bert Hamelinck and Sacha Ben Harroche, Producers"
,BEST PICTURE,The Trial of the Chicago 7,"Marc Platt and Stuart Besser, Producers"
,SHORT FILM (Animated),Burrow,Madeline Sharafian and Michael Capbarat
,SHORT FILM (Animated),Genius Loci,Adrien Mérigeau and Amaury Ovise
,SHORT FILM (Animated),If Anything Happens I Love You,Will McCormack and Michael Govier
,SHORT FILM (Animated),Opera,Erick Oh
,SHORT FILM (Animated),Yes-People,Gísli Darri Halldórsson and Arnar Gunnarsson
,SHORT FILM (Live Action),Feeling Through,Doug Roland and Susan Ruzenski
,SHORT FILM (Live Action),The Letter Room,Elvira Lind and Sofia Sondervan
,SHORT FILM (Live Action),The Present,Farah Nabulsi and Ossama Bawardi
,SHORT FILM (Live Action),Two Distant Strangers,Travon Free and Martin Desmond Roe
,SHORT FILM (Live Action),White Eye,Tomer Shushan and Shira Hochman
,WRITING (Adapted Screenplay),Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Screenplay by Sacha Baron Cohen & Anthony Hines & Dan Swimer & Peter Baynham & Erica Rivinoja & Dan Mazer & Jena Friedman & Lee Kern; Story by Sacha Baron Cohen & Anthony Hines & Dan Swimer & Nina Pedrad
,WRITING (Adapted Screenplay),The Father,Screenplay by Christopher Hampton and Florian Zeller
,WRITING (Adapted Screenplay),Nomadland,Written for the screen by Chloé Zhao
,WRITING (Adapted Screenplay),One Night in Miami...,Screenplay by Kemp Powers
,WRITING (Adapted Screenplay),The White Tiger,Written for the screen by Ramin Bahrani
,WRITING (Original Screenplay),Judas and the Black Messiah,Screenplay by Will Berson & Shaka King; Story by Will Berson & Shaka King and Kenny Lucas & Keith Lucas
,WRITING (Original Screenplay),Minari,Written by Lee Isaac Chung
,WRITING (Original Screenplay),Promising Young Woman,Written by Emerald Fennell
,WRITING (Original Screenplay),Sound of Metal,Screenplay by Darius Marder & Abraham Marder; Story by Darius Marder & Derek Cianfrance
,WRITING (Original Screenplay),The Trial of the Chicago 7,Written by Aaron Sorkin
,ANIMATED FEATURE FILM,Encanto,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer"
,ANIMATED FEATURE FILM,Flee,"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie"
,ANIMATED FEATURE FILM,Luca,Enrico Casarosa and Andrea Warren
,ANIMATED FEATURE FILM,The Mitchells vs. the Machines,"Mike Rianda, Phil Lord, Christopher Miller and Kurt Albrecht"
,ANIMATED FEATURE FILM,Raya and the Last Dragon,"Don Hall, Carlos López Estrada, Osnat Shurer and Peter Del Vecho"
,DIRECTING,Belfast,Kenneth Branagh
,DIRECTING,Drive My Car,Ryusuke Hamaguchi
,DIRECTING,Licorice Pizza,Paul Thomas Anderson
,DIRECTING,The Power of the Dog,Jane Campion
,DIRECTING,West Side Story,Steven Spielberg
,DOCUMENTARY (Feature),Ascension,"Jessica Kingdon, Kira Simon-Kennedy and Nathan Truesdell"
,DOCUMENTARY (Feature),Attica,Stanley Nelson and Traci A. Curry
,DOCUMENTARY (Feature),Flee,"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie"
,DOCUMENTARY (Feature),"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein"
,DOCUMENTARY (Feature),Writing with Fire,Rintu Thomas and Sushmit Ghosh
,DOCUMENTARY (Short Subject),Audible,Matt Ogens and Geoff McLean
,DOCUMENTARY (Short Subject),Lead Me Home,Pedro Kos and Jon Shenk
,DOCUMENTARY (Short Subject),The Queen of Basketball,Ben Proudfoot
,DOCUMENTARY (Short Subject),Three Songs for Benazir,Elizabeth Mirzaei and Gulistan Mirzaei
,DOCUMENTARY (Short Subject),When We Were Bullies,Jay Rosenblatt
,DOCUMENTARY (Short Subject),Drive My Car,Japan
,DOCUMENTARY (Short Subject),Flee,Denmark
,DOCUMENTARY (Short Subject),The Hand of God,Italy
,DOCUMENTARY (Short Subject),Lunana: A Yak in the Classroom,Bhutan
,DOCUMENTARY (Short Subject),The Worst Person in the World,Norway
,MUSIC (Original Score),Don't Look Up,Nicholas Britell
,MUSIC (Original Score),Dune,Hans Zimmer
,MUSIC (Original Score),Encanto,Germaine Franco
,MUSIC (Original Score),Parallel Mothers,Alberto Iglesias
,MUSIC (Original Score),The Power of the Dog,Jonny Greenwood
,MUSIC (Original Song),"""Be Alive"" from King Richard",Music and Lyric by DIXSON and Beyoncé Knowles-Carter
,MUSIC (Original Song),"""Dos Oruguitas"" from Encanto",Music and Lyric by Lin-Manuel Miranda
,MUSIC (Original Song),"""Down To Joy"" from Belfast",Music and Lyric by Van Morrison
,MUSIC (Original Song),"""No Time To Die"" from No Time to Die",Music and Lyric by Billie Eilish and Finneas O'Connell
,MUSIC (Original Song),"""Somehow You Do"" from Four Good Days",Music and Lyric by Diane Warren
,BEST PICTURE,Belfast,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers"
,BEST PICTURE,CODA,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers"
,BEST PICTURE,Don't Look Up,"Adam McKay and Kevin Messick, Producers"
,BEST PICTURE,Drive My Car,"Teruhisa Yamamoto, Producer"
,BEST PICTURE,Dune,"Mary Parent, Denis Villeneuve and Cale Boyter, Producers"
,BEST PICTURE,King Richard,"Tim White, Trevor White and Will Smith, Producers"
,BEST PICTURE,Licorice Pizza,"Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers"
,BEST PICTURE,Nightmare Alley,"Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers"
,BEST PICTURE,The Power of the Dog,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers"
,BEST PICTURE,West Side Story,"Steven Spielberg and Kristie Macosko Krieger, Producers"
,SHORT FILM (Animated),Affairs of the Art,Joanna Quinn and Les Mills
,SHORT FILM (Animated),Bestia,Hugo Covarrubias and Tevo Díaz
,SHORT FILM (Animated),Boxballet,Anton Dyakov
,SHORT FILM (Animated),Robin Robin,Dan Ojari and Mikey Please
,SHORT FILM (Animated),The Windshield Wiper,Alberto Mielgo and Leo Sanchez
,SHORT FILM (Live Action),Ala Kachuu - Take and Run,Maria Brendle and Nadine Lüchinger
,SHORT FILM (Live Action),The Dress,Tadeusz Lysiak and Maciej Slesicki
,SHORT FILM (Live Action),The Long Goodbye,Aneil Karia and Riz Ahmed
,SHORT FILM (Live Action),On My Mind,Martin Strange-Hansen and Kim Magnusson
,SHORT FILM (Live Action),Please Hold,K.D. Dávila and Levin Menekse
,WRITING (Adapted Screenplay),CODA,Screenplay by Siân Heder
,WRITING (Adapted Screenplay),Drive My Car,"Screenplay by Ryusuke Hamaguchi, Takamasa Oe"
,WRITING (Adapted Screenplay),Dune,Screenplay by Jon Spaihts and Denis Villeneuve and Eric Roth
,WRITING (Adapted Screenplay),The Lost Daughter,Written by Maggie Gyllenhaal
,WRITING (Adapted Screenplay),The Power of the Dog,Written by Jane Campion
,WRITING (Original Screenplay),Belfast,Written by Kenneth Branagh
,WRITING (Original Screenplay),Don't Look Up,Screenplay by Adam McKay; Story by Adam McKay & David Sirota
,WRITING (Original Screenplay),King Richard,Written by Zach Baylin
,WRITING (Original Screenplay),Licorice Pizza,Written by Paul Thomas Anderson
,WRITING (Original Screenplay),The Worst Person in the World,"Written by Eskil Vogt, Joachim Trier"
,ANIMATED FEATURE FILM,Guillermo del Toro's Pinocchio,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley"
,ANIMATED FEATURE FILM,Marcel the Shell with Shoes On,"Dean Fleischer Camp, Elisabeth Holm, Andrew Goldman, Caroline Kaplan and Paul Mezey"
,ANIMATED FEATURE FILM,Puss in Boots: The Last Wish,Joel Crawford and Mark Swift
,ANIMATED FEATURE FILM,The Sea Beast,Chris Williams and Jed Schlanger
,ANIMATED FEATURE FILM,Turning Red,Domee Shi and Lindsey Collins
,DIRECTING,The Banshees of Inisherin,Martin McDonagh
,DIRECTING,Everything Everywhere All at Once,Daniel Kwan and Daniel Scheinert
,DIRECTING,The Fabelmans,Steven Spielberg
,DIRECTING,Tár,Todd Field
,DIRECTING,Triangle of Sadness,Ruben Östlund
,DOCUMENTARY FEATURE FILM,All That Breathes,"Shaunak Sen, Aman Mann and Teddy Leifer"
,DOCUMENTARY FEATURE FILM,All the Beauty and the Bloodshed,"Laura Poitras, Howard Gertler, John Lyons, Nan Goldin and Yoni Golijov"
,DOCUMENTARY FEATURE FILM,Fire of Love,"Sara Dosa, Shane Boris and Ina Fichman"
,DOCUMENTARY FEATURE FILM,A House Made of Splinters,Simon Lereng Wilmont and Monica Hellström
,DOCUMENTARY FEATURE FILM,Navalny,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris"
,DOCUMENTARY SHORT FILM,The Elephant Whisperers,Kartiki Gonsalves and Guneet Monga
,DOCUMENTARY SHORT FILM,Haulout,Evgenia Arbugaeva and Maxim Arbugaev
,DOCUMENTARY SHORT FILM,How Do You Measure a Year?,Jay Rosenblatt
,DOCUMENTARY SHORT FILM,The Martha Mitchell Effect,Anne Alvergue and Beth Levison
,DOCUMENTARY SHORT FILM,Stranger at the Gate,Joshua Seftel and Conall Jones
,DOCUMENTARY SHORT FILM,All Quiet on the Western Front,Germany
,DOCUMENTARY SHORT FILM,"Argentina, 1985",Argentina
,DOCUMENTARY SHORT FILM,Close,Belgium
,DOCUMENTARY SHORT FILM,EO,Poland
,DOCUMENTARY SHORT FILM,The Quiet Girl,Ireland
,MUSIC (Original Score),All Quiet on the Western Front,Volker Bertelmann
,MUSIC (Original Score),Babylon,Justin Hurwitz
,MUSIC (Original Score),The Banshees of Inisherin,Carter Burwell
,MUSIC (Original Score),Everything Everywhere All at Once,Son Lux
,MUSIC (Original Score),The Fabelmans,John Williams
,MUSIC (Original Song),"""Applause"" from Tell It like a Woman",Music and Lyric by Diane Warren
,MUSIC (Original Song),"""Hold My Hand"" from Top Gun: Maverick",Music and Lyric by Lady Gaga and BloodPop
,MUSIC (Original Song),"""Lift Me Up"" from Black Panther: Wakanda Forever","Music by Tems, Rihanna, Ryan Coogler and Ludwig Goransson; Lyric by Tems and Ryan Coogler"
,MUSIC (Original Song),"""Naatu Naatu"" from RRR",Music by M.M. Keeravaani; Lyric by Chandrabose
,MUSIC (Original Song),"""This Is A Life"" from Everything Everywhere All at Once","Music by Ryan Lott, David Byrne and Mitski; Lyric by Ryan Lott and David Byrne"
,BEST PICTURE,All Quiet on the Western Front,"Malte Grunert, Producer"
,BEST PICTURE,Avatar: The Way of Water,"James Cameron and Jon Landau, Producers"
,BEST PICTURE,The Banshees of Inisherin,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers"
,BEST PICTURE,Elvis,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss, Producers"
,BEST PICTURE,Everything Everywhere All at Once,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers"
,BEST PICTURE,The Fabelmans,"Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers"
,BEST PICTURE,Tár,"Todd Field, Alexandra Milchan and Scott Lambert, Producers"
,BEST PICTURE,Top Gun: Maverick,"Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers"
,BEST PICTURE,Triangle of Sadness,"Erik Hemmendorff and Philippe Bober, Producers"
,BEST PICTURE,Women Talking,"Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers"
,SHORT FILM (Animated),"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy and Matthew Freud
,SHORT FILM (Animated),The Flying Sailor,Amanda Forbis and Wendy Tilby
